RA [sexagesimal],Dec [sexagesimal],PMRA [mas/yr],PMDec [mas/yr],Planet Transit Midpoint [BJD],Planet Orbital Period [days],Planet Transit Duration [hours],Planet Transit Depth [ppm],Planet Radius [R_Earth],Planet Insolation [Earth flux],Planet Equilibrium Temperature [K],TESS Magnitude,Stellar Distance [pc],Stellar Effective Temperature [K],Stellar log(g) [cm/s**2],Stellar Radius [R_Sun]
12h01m18.17s,-60d12m01.58s,-6.538±0.045,-1.401±0.041,2458569.713498±0.001331,0.831542±0.000039,1.985538±0.244436,248.969585±21.536388,1.881684±2.170925,3776.60953647891,1999.37966590071,8.6014±0.012,1698.55±92.265,5824±165,4.438,1.1512±1.1512
